route_id,level,feature_id,timestep,is_history,lon,lat,x_m,y_m,vx_mps,vy_mps,speed_mps
L0_R00_A,0,corridor_00085,0,1,59.5279809690308,36.313106594393645,98.17088581352675,35.96601916171724,0.0,0.0,0.0
L0_R00_A,0,corridor_00085,1,1,59.52796990669332,36.31310295236336,97.17858050295371,35.56342913441375,-0.9923053105730446,-0.40259002730348925,1.0708634644415183
L0_R00_A,0,corridor_00085,2,1,59.52795884188257,36.313099315857706,96.18605333717993,35.16144979913704,-0.9925271657737795,-0.4019793352767138,1.0708396522301742
L0_R00_A,0,corridor_00085,3,1,59.5279477721659,36.31309569031058,95.1930861038609,34.76068182036767,-0.9929672333190211,-0.4007679787693661,1.0707935838676446
L0_R00_A,0,corridor_00085,4,1,59.5279366951912,36.31309208097597,94.1994678165491,34.361705972145856,-0.9936182873118042,-0.3989758482218164,1.0707282700782497
L0_R00_A,0,corridor_00085,5,1,59.527925608725546,36.31308849284162,93.20499817908548,33.96507360177775,-0.9944696374636237,-0.3966323703681027,1.0706479799919537
L0_R00_A,0,corridor_00085,6,1,59.52791451069186,36.313084930547205,92.20949087445705,33.57129757672798,-0.9955073046284326,-0.3937760250497746,1.070557962687013
L0_R00_A,0,corridor_00085,7,1,59.52790339920299,36.31308139830808,91.21277662411691,33.18084386334997,-0.9967142503401334,-0.39045371337800816,1.0704641045461403
L0_R00_A,0,corridor_00085,8,1,59.52789227259275,36.31307789984609,90.21470596753338,32.794123875731344,-0.9980706565835362,-0.38671998761862625,1.070372544657626
L0_R00_A,0,corridor_00085,9,1,59.527881129443216,36.31307443832849,89.21515171632785,32.41148772028602,-0.9995542512055238,-0.3826361554453257,1.0702892733074618
L0_R00_A,0,corridor_00085,10,1,59.527869968608066,36.31307101631589,88.2140110427043,32.0332184470165,-1.0011406736235529,-0.37826927326951676,1.0702197398120021
L0_R00_A,0,corridor_00085,11,1,59.52785878923134,36.31306763572022,87.21120716787902,31.659527401840712,-1.0028038748252754,-0.3736910451757893,1.0701684954291826
L0_R00_A,0,corridor_00085,12,1,59.52784759076157,36.313064297773366,86.20669062278607,31.290550756297822,-1.0045165450929545,-0.3689766455428902,1.0701388948737305
L0_R00_A,0,corridor_00085,13,1,59.52783637296076,36.3130610030069,85.20044006035789,30.926347271615402,-1.0062505624281783,-0.36420348468242025,1.0701328761615743
L0_R00_A,0,corridor_00085,14,1,59.527825135908365,36.3130577512434,84.19246260604365,30.56689733385162,-1.0079774543142435,-0.359449937763781,1.0701508333707959
L0_R00_A,0,corridor_00085,15,1,59.52781387999992,36.31305454159931,83.18279374080957,30.21210327595569,-1.009668865234076,-0.3547940578959299,1.0701915907636945
L0_R00_A,0,corridor_00085,16,1,59.52780260594058,36.31305137249948,82.1714967185424,29.86179098145809,-1.011297022267172,-0.35031229449760204,1.0702524799890087
L0_R00_A,0,corridor_00085,17,1,59.52779131473355,36.31304824170305,81.15866152742232,29.515712743458213,-1.0128351911200753,-0.34607823799987614,1.0703295152374048
L0_R00_A,0,corridor_00085,18,1,59.5277800076636,36.31304514634018,80.1444034123196,29.173551331964816,-1.0142581151027201,-0.3421614114933966,1.0704176547342987
L0_R00_A,0,corridor_00085,19,1,59.527768686275955,36.313042082959235,79.128860982477,28.834925202803717,-1.0155424298426112,-0.33862612916109924,1.0705111312645303
L0_R00_A,0,corridor_00085,20,0,59.52775735235094,36.313039047583445,78.11219393554967,28.499394762562545,-1.0166670469273242,-0.33553044024117185,1.0706038299185934
L0_R00_A,0,corridor_00085,21,0,59.52774600787476,36.31303603577617,77.09458043537435,28.166469586702487,-1.0176135001753153,-0.33292517586005843,1.0706896882199377
L0_R00_A,0,corridor_00085,22,0,59.52773465500684,36.313033042713805,76.07621418652386,27.835616472315593,-1.0183662488504979,-0.330853114386894,1.070763092423969
L0_R00_A,0,corridor_00085,23,0,59.52772329604443,36.313030063264925,75.05730125368346,27.50626819330181,-1.0189129328403936,-0.3293482790137823,1.070819244129817
L0_R00_A,0,corridor_00085,24,0,59.52771193338482,36.31302709207459,74.03805667807441,27.17783281420587,-1.0192445756090507,-0.32843537909593934,1.0708544733764562
L0_R00_A,0,corridor_00085,25,0,59.527700569486036,36.31302412365226,73.01870094648314,26.8497034097811,-1.0193557315912756,-0.32812940442477156,1.0708664779402426
L0_R00_A,0,corridor_00085,26,0,59.52768920682643,36.313021152461936,71.9994563708741,26.52126803068516,-1.0192445756090365,-0.32843537909593934,1.0708544733764427
L0_R00_A,0,corridor_00085,27,0,59.52767784786401,36.313018173013056,70.98054343803369,26.19191975167138,-1.0189129328404078,-0.3293482790137787,1.0708192441298294
L0_R00_A,0,corridor_00085,28,0,59.5276664949961,36.31301517995068,69.9621771891832,25.861066637284484,-1.0183662488504979,-0.3308531143868976,1.0707630924239702
L0_R00_A,0,corridor_00085,29,0,59.52765515051991,36.313012168143416,68.94456368900788,25.528141461424422,-1.0176135001753153,-0.332925175860062,1.0706896882199388
L0_R00_A,0,corridor_00085,30,0,59.5276438165949,36.31300913276762,67.92789664208055,25.19261102118326,-1.0166670469273242,-0.3355304402411612,1.07060382991859
L0_R00_A,0,corridor_00085,31,0,59.52763249520726,36.31300606938668,66.91235421223794,24.853984892022154,-1.0155424298426112,-0.33862612916110635,1.0705111312645326
L0_R00_A,0,corridor_00085,32,0,59.52762118813731,36.31300297402381,65.89809609713524,24.51182348052876,-1.014258115102706,-0.3421614114933931,1.070417654734284
L0_R00_A,0,corridor_00085,33,0,59.52760989693028,36.312999843227374,64.88526090601518,24.165745242528885,-1.012835191120061,-0.34607823799987614,1.0703295152373915
L0_R00_A,0,corridor_00085,34,0,59.52759862287094,36.312996674127554,63.87396388374798,23.815432948031287,-1.0112970222671933,-0.3503122944975985,1.0702524799890276
L0_R00_A,0,corridor_00085,35,0,59.52758736696249,36.31299346448346,62.86429501851391,23.460638890135353,-1.009668865234076,-0.35479405789593343,1.0701915907636959
L0_R00_A,0,corridor_00085,36,0,59.527576129910095,36.31299021271995,61.85631756419967,23.101188952371576,-1.0079774543142364,-0.3594499377637774,1.0701508333707879
L0_R00_A,0,corridor_00085,37,0,59.52756491210929,36.312986917953495,60.850067001771485,22.73698546768915,-1.0062505624281854,-0.36420348468242736,1.0701328761615834
L0_R00_A,0,corridor_00085,38,0,59.52755371363951,36.31298358000664,59.845550456678524,22.36800882214626,-1.0045165450929616,-0.3689766455428902,1.0701388948737374
L0_R00_A,0,corridor_00085,39,0,59.52754253426279,36.312980199410966,58.84274658185326,21.99431777697047,-1.0028038748252612,-0.3736910451757893,1.0701684954291695
L0_R00_A,0,corridor_00085,40,0,59.527531373427635,36.31297677739836,57.84160590822971,21.61604850370095,-1.0011406736235529,-0.3782692732695203,1.0702197398120035
L0_R00_A,0,corridor_00085,41,0,59.52752023027811,36.31297331588076,56.842051657024165,21.233412348255627,-0.9995542512055451,-0.38263615544532215,1.0702892733074805
L0_R00_A,0,corridor_00085,42,0,59.52750910366787,36.31296981741878,55.84398100044064,20.84669236063701,-0.998070656583522,-0.3867199876186156,1.070372544657609
L0_R00_A,0,corridor_00085,43,0,59.527497992179,36.31296628517965,54.847266750100495,20.456238647258992,-0.9967142503401476,-0.3904537133780188,1.0704641045461574
L0_R00_A,0,corridor_00085,44,0,59.52748689414531,36.31296272288523,53.85175944547206,20.06246262220922,-0.9955073046284326,-0.39377602504977105,1.0705579626870114
L0_R00_A,0,corridor_00085,45,0,59.52747580767966,36.31295913475089,52.85728980800846,19.665830251841122,-0.9944696374636024,-0.3966323703680992,1.0706479799919326
L0_R00_A,0,corridor_00085,46,0,59.527464730704956,36.31295552541628,51.86367152069664,19.266854403619302,-0.9936182873118184,-0.39897584822182,1.070728270078264
L0_R00_A,0,corridor_00085,47,0,59.527453660988286,36.312951899869155,50.87070428737763,18.86608642484993,-0.992967233319014,-0.4007679787693732,1.0707935838676408
L0_R00_A,0,corridor_00085,48,0,59.527442596177536,36.312948263363495,49.878177121603834,18.464107089573215,-0.9925271657737937,-0.4019793352767138,1.0708396522301873
L0_R00_A,0,corridor_00085,49,0,59.52743153384006,36.312944621333216,48.885871811030796,18.06151706226973,-0.9923053105730375,-0.4025900273034857,1.0708634644415103
L0_R00_B,0,corridor_00085,0,1,59.52743153384006,36.312944621333216,48.885871811030796,18.06151706226973,0.0,0.0,0.0
L0_R00_B,0,corridor_00085,1,1,59.527442596177536,36.312948263363495,49.878177121603834,18.464107089573215,0.9923053105730375,0.4025900273034857,1.0708634644415103
L0_R00_B,0,corridor_00085,2,1,59.527453660988286,36.312951899869155,50.87070428737763,18.86608642484993,0.9925271657737937,0.4019793352767138,1.0708396522301873
L0_R00_B,0,corridor_00085,3,1,59.527464730704956,36.31295552541628,51.86367152069664,19.266854403619302,0.992967233319014,0.4007679787693732,1.0707935838676408
L0_R00_B,0,corridor_00085,4,1,59.52747580767966,36.31295913475089,52.85728980800846,19.665830251841122,0.9936182873118184,0.39897584822182,1.070728270078264
L0_R00_B,0,corridor_00085,5,1,59.52748689414531,36.31296272288523,53.85175944547206,20.06246262220922,0.9944696374636024,0.3966323703680992,1.0706479799919326
L0_R00_B,0,corridor_00085,6,1,59.527497992179,36.31296628517965,54.847266750100495,20.456238647258992,0.9955073046284326,0.39377602504977105,1.0705579626870114
L0_R00_B,0,corridor_00085,7,1,59.52750910366787,36.31296981741878,55.84398100044064,20.84669236063701,0.9967142503401476,0.3904537133780188,1.0704641045461574
L0_R00_B,0,corridor_00085,8,1,59.52752023027811,36.31297331588076,56.842051657024165,21.233412348255627,0.998070656583522,0.3867199876186156,1.070372544657609
L0_R00_B,0,corridor_00085,9,1,59.527531373427635,36.31297677739836,57.84160590822971,21.61604850370095,0.9995542512055451,0.38263615544532215,1.0702892733074805
L0_R00_B,0,corridor_00085,10,1,59.52754253426279,36.312980199410966,58.84274658185326,21.99431777697047,1.0011406736235529,0.3782692732695203,1.0702197398120035
L0_R00_B,0,corridor_00085,11,1,59.52755371363951,36.31298358000664,59.845550456678524,22.36800882214626,1.0028038748252612,0.3736910451757893,1.0701684954291695
L0_R00_B,0,corridor_00085,12,1,59.52756491210929,36.312986917953495,60.850067001771485,22.73698546768915,1.0045165450929616,0.3689766455428902,1.0701388948737374
L0_R00_B,0,corridor_00085,13,1,59.527576129910095,36.31299021271995,61.85631756419967,23.101188952371576,1.0062505624281854,0.36420348468242736,1.0701328761615834
L0_R00_B,0,corridor_00085,14,1,59.52758736696249,36.31299346448346,62.86429501851391,23.460638890135353,1.0079774543142364,0.3594499377637774,1.0701508333707879
L0_R00_B,0,corridor_00085,15,1,59.52759862287094,36.312996674127554,63.87396388374798,23.815432948031287,1.009668865234076,0.35479405789593343,1.0701915907636959
L0_R00_B,0,corridor_00085,16,1,59.52760989693028,36.312999843227374,64.88526090601518,24.165745242528885,1.0112970222671933,0.3503122944975985,1.0702524799890276
L0_R00_B,0,corridor_00085,17,1,59.52762118813731,36.31300297402381,65.89809609713524,24.51182348052876,1.012835191120061,0.34607823799987614,1.0703295152373915
L0_R00_B,0,corridor_00085,18,1,59.52763249520726,36.31300606938668,66.91235421223794,24.853984892022154,1.014258115102706,0.3421614114933931,1.070417654734284
L0_R00_B,0,corridor_00085,19,1,59.5276438165949,36.31300913276762,67.92789664208055,25.19261102118326,1.0155424298426112,0.33862612916110635,1.0705111312645326
L0_R00_B,0,corridor_00085,20,0,59.52765515051991,36.313012168143416,68.94456368900788,25.528141461424422,1.0166670469273242,0.3355304402411612,1.07060382991859
L0_R00_B,0,corridor_00085,21,0,59.5276664949961,36.31301517995068,69.9621771891832,25.861066637284484,1.0176135001753153,0.332925175860062,1.0706896882199388
L0_R00_B,0,corridor_00085,22,0,59.52767784786401,36.313018173013056,70.98054343803369,26.19191975167138,1.0183662488504979,0.3308531143868976,1.0707630924239702
L0_R00_B,0,corridor_00085,23,0,59.52768920682643,36.313021152461936,71.9994563708741,26.52126803068516,1.0189129328404078,0.3293482790137787,1.0708192441298294
L0_R00_B,0,corridor_00085,24,0,59.527700569486036,36.31302412365226,73.01870094648314,26.8497034097811,1.0192445756090365,0.32843537909593934,1.0708544733764427
L0_R00_B,0,corridor_00085,25,0,59.52771193338482,36.31302709207459,74.03805667807441,27.17783281420587,1.0193557315912756,0.32812940442477156,1.0708664779402426
L0_R00_B,0,corridor_00085,26,0,59.52772329604443,36.313030063264925,75.05730125368346,27.50626819330181,1.0192445756090507,0.32843537909593934,1.0708544733764562
L0_R00_B,0,corridor_00085,27,0,59.52773465500684,36.313033042713805,76.07621418652386,27.835616472315593,1.0189129328403936,0.3293482790137823,1.070819244129817
L0_R00_B,0,corridor_00085,28,0,59.52774600787476,36.31303603577617,77.09458043537435,28.166469586702487,1.0183662488504979,0.330853114386894,1.070763092423969
L0_R00_B,0,corridor_00085,29,0,59.52775735235094,36.313039047583445,78.11219393554967,28.499394762562545,1.0176135001753153,0.33292517586005843,1.0706896882199377
L0_R00_B,0,corridor_00085,30,0,59.527768686275955,36.313042082959235,79.128860982477,28.834925202803717,1.0166670469273242,0.33553044024117185,1.0706038299185934
L0_R00_B,0,corridor_00085,31,0,59.5277800076636,36.31304514634018,80.1444034123196,29.173551331964816,1.0155424298426112,0.33862612916109924,1.0705111312645303
